geoName,Realtor,year
North Dakota,88,2014-06-30
Ohio,78,2014-06-30
Oklahoma,51,2014-06-30
Oregon,30,2014-06-30
Pennsylvania,94,2014-06-30
Rhode Island,70,2014-06-30
South Carolina,55,2014-06-30
South Dakota,31,2014-06-30
Tennessee,65,2014-06-30
Texas,61,2014-06-30
Utah,43,2014-06-30
Vermont,48,2014-06-30
Virginia,35,2014-06-30
Washington,32,2014-06-30
West Virginia,74,2014-06-30
Wisconsin,43,2014-06-30
Wyoming,61,2014-06-30
Alabama,43,2014-07-31
Alaska,23,2014-07-31
Arizona,58,2014-07-31
Arkansas,90,2014-07-31
California,43,2014-07-31
Colorado,44,2014-07-31
Connecticut,100,2014-07-31
Delaware,63,2014-07-31
District of Columbia,47,2014-07-31
Florida,80,2014-07-31
Georgia,36,2014-07-31
Hawaii,20,2014-07-31
Idaho,60,2014-07-31
Illinois,57,2014-07-31
Indiana,38,2014-07-31
Iowa,59,2014-07-31
Kansas,54,2014-07-31
Kentucky,34,2014-07-31
Louisiana,43,2014-07-31
Maine,52,2014-07-31
Maryland,56,2014-07-31
Massachusetts,47,2014-07-31
Michigan,74,2014-07-31
Minnesota,41,2014-07-31
Mississippi,66,2014-07-31
Missouri,43,2014-07-31
Montana,75,2014-07-31
Nebraska,51,2014-07-31
Nevada,63,2014-07-31
New Hampshire,49,2014-07-31
New Jersey,72,2014-07-31
New Mexico,52,2014-07-31
New York,36,2014-07-31
North Carolina,56,2014-07-31
North Dakota,26,2014-07-31
Ohio,58,2014-07-31
Oklahoma,56,2014-07-31
Oregon,16,2014-07-31
Pennsylvania,70,2014-07-31
Rhode Island,34,2014-07-31
South Carolina,44,2014-07-31
South Dakota,44,2014-07-31
Tennessee,53,2014-07-31
Texas,57,2014-07-31
Utah,53,2014-07-31
Vermont,98,2014-07-31
Virginia,37,2014-07-31
Washington,30,2014-07-31
West Virginia,46,2014-07-31
Wisconsin,35,2014-07-31
Wyoming,27,2014-07-31
Alabama,57,2014-08-31
Alaska,15,2014-08-31
Arizona,50,2014-08-31
Arkansas,78,2014-08-31
California,41,2014-08-31
Colorado,49,2014-08-31
Connecticut,100,2014-08-31
Delaware,81,2014-08-31
District of Columbia,47,2014-08-31
Florida,78,2014-08-31
Georgia,36,2014-08-31
Hawaii,34,2014-08-31
Idaho,49,2014-08-31
Illinois,64,2014-08-31
Indiana,50,2014-08-31
Iowa,43,2014-08-31
Kansas,27,2014-08-31
Kentucky,58,2014-08-31
Louisiana,73,2014-08-31
Maine,59,2014-08-31
Maryland,50,2014-08-31
Massachusetts,39,2014-08-31
Michigan,79,2014-08-31
Minnesota,55,2014-08-31
Mississippi,54,2014-08-31
Missouri,71,2014-08-31
Montana,88,2014-08-31
Nebraska,30,2014-08-31
Nevada,91,2014-08-31
New Hampshire,49,2014-08-31
New Jersey,66,2014-08-31
New Mexico,40,2014-08-31
New York,36,2014-08-31
North Carolina,58,2014-08-31
North Dakota,66,2014-08-31
Ohio,59,2014-08-31
Oklahoma,58,2014-08-31
Oregon,18,2014-08-31
Pennsylvania,88,2014-08-31
Rhode Island,55,2014-08-31
South Carolina,49,2014-08-31
South Dakota,49,2014-08-31
Tennessee,55,2014-08-31
Texas,54,2014-08-31
Utah,45,2014-08-31
Vermont,49,2014-08-31
Virginia,35,2014-08-31
Washington,26,2014-08-31
West Virginia,71,2014-08-31
Wisconsin,53,2014-08-31
Wyoming,25,2014-08-31
Alabama,56,2014-09-30
Alaska,30,2014-09-30
Arizona,57,2014-09-30
Arkansas,100,2014-09-30
California,44,2014-09-30
Colorado,50,2014-09-30
Connecticut,95,2014-09-30
Delaware,68,2014-09-30
District of Columbia,51,2014-09-30
Florida,77,2014-09-30
Georgia,43,2014-09-30
Hawaii,25,2014-09-30
Idaho,57,2014-09-30
Illinois,58,2014-09-30
Indiana,54,2014-09-30
Iowa,37,2014-09-30
Kansas,31,2014-09-30
Kentucky,42,2014-09-30
Louisiana,75,2014-09-30
Maine,83,2014-09-30
Maryland,54,2014-09-30
Massachusetts,46,2014-09-30
Michigan,64,2014-09-30
Minnesota,40,2014-09-30
Mississippi,45,2014-09-30
Missouri,66,2014-09-30
Montana,53,2014-09-30
Nebraska,47,2014-09-30
Nevada,97,2014-09-30
New Hampshire,39,2014-09-30
New Jersey,75,2014-09-30
New Mexico,44,2014-09-30
New York,38,2014-09-30
North Carolina,54,2014-09-30
North Dakota,16,2014-09-30
Ohio,58,2014-09-30
Oklahoma,48,2014-09-30
Oregon,19,2014-09-30
Pennsylvania,63,2014-09-30
Rhode Island,31,2014-09-30
South Carolina,62,2014-09-30
South Dakota,48,2014-09-30
Tennessee,47,2014-09-30
Texas,51,2014-09-30
Utah,34,2014-09-30
Vermont,91,2014-09-30
Virginia,32,2014-09-30
Washington,35,2014-09-30
West Virginia,36,2014-09-30
Wisconsin,38,2014-09-30
Wyoming,76,2014-09-30
Alabama,40,2014-10-31
Alaska,50,2014-10-31
Arizona,52,2014-10-31
Arkansas,47,2014-10-31
California,47,2014-10-31
Colorado,59,2014-10-31
Connecticut,100,2014-10-31
Delaware,36,2014-10-31
District of Columbia,53,2014-10-31
Florida,91,2014-10-31
Georgia,45,2014-10-31
Hawaii,36,2014-10-31
Idaho,38,2014-10-31
Illinois,73,2014-10-31
Indiana,55,2014-10-31
Iowa,35,2014-10-31
Kansas,45,2014-10-31
Kentucky,36,2014-10-31
Louisiana,62,2014-10-31
Maine,40,2014-10-31
Maryland,69,2014-10-31
Massachusetts,52,2014-10-31
Michigan,63,2014-10-31
Minnesota,39,2014-10-31
Mississippi,50,2014-10-31
Missouri,49,2014-10-31
Montana,26,2014-10-31
Nebraska,57,2014-10-31
Nevada,88,2014-10-31
New Hampshire,27,2014-10-31
New Jersey,80,2014-10-31
New Mexico,30,2014-10-31
New York,41,2014-10-31
North Carolina,56,2014-10-31
North Dakota,41,2014-10-31
Ohio,59,2014-10-31
Oklahoma,53,2014-10-31
Oregon,17,2014-10-31
Pennsylvania,81,2014-10-31
Rhode Island,41,2014-10-31
South Carolina,58,2014-10-31
South Dakota,31,2014-10-31
Tennessee,58,2014-10-31
Texas,51,2014-10-31
Utah,40,2014-10-31
Vermont,70,2014-10-31
Virginia,29,2014-10-31
Washington,28,2014-10-31
West Virginia,43,2014-10-31
Wisconsin,43,2014-10-31
Wyoming,81,2014-10-31
Alabama,32,2014-11-30
Alaska,7,2014-11-30
Arizona,42,2014-11-30
Arkansas,24,2014-11-30
California,30,2014-11-30
Colorado,34,2014-11-30
Connecticut,66,2014-11-30
Delaware,80,2014-11-30
District of Columbia,33,2014-11-30
Florida,57,2014-11-30
Georgia,30,2014-11-30
Hawaii,43,2014-11-30
Idaho,44,2014-11-30
Illinois,42,2014-11-30
Indiana,30,2014-11-30
Iowa,24,2014-11-30
Kansas,32,2014-11-30
Kentucky,34,2014-11-30
Louisiana,37,2014-11-30
Maine,31,2014-11-30
Maryland,40,2014-11-30
Massachusetts,36,2014-11-30
Michigan,61,2014-11-30
Minnesota,33,2014-11-30
Mississippi,35,2014-11-30
Missouri,41,2014-11-30
Montana,18,2014-11-30
Nebraska,34,2014-11-30
Nevada,44,2014-11-30
New Hampshire,4,2014-11-30
New Jersey,45,2014-11-30
New Mexico,36,2014-11-30
New York,29,2014-11-30
North Carolina,44,2014-11-30
North Dakota,43,2014-11-30
Ohio,50,2014-11-30
Oklahoma,38,2014-11-30
Oregon,15,2014-11-30
Pennsylvania,39,2014-11-30
Rhode Island,33,2014-11-30
South Carolina,38,2014-11-30
South Dakota,14,2014-11-30
Tennessee,32,2014-11-30
Texas,36,2014-11-30
Utah,31,2014-11-30
Vermont,40,2014-11-30
Virginia,17,2014-11-30
Washington,16,2014-11-30
West Virginia,29,2014-11-30
Wisconsin,37,2014-11-30
Wyoming,100,2014-11-30
Alabama,53,2014-12-31
Alaska,67,2014-12-31
Arizona,61,2014-12-31
Arkansas,78,2014-12-31
California,51,2014-12-31
Colorado,49,2014-12-31
Connecticut,85,2014-12-31
Delaware,97,2014-12-31
District of Columbia,33,2014-12-31
Florida,100,2014-12-31
Georgia,54,2014-12-31
Hawaii,50,2014-12-31
Idaho,66,2014-12-31
Illinois,64,2014-12-31
Indiana,61,2014-12-31
Iowa,50,2014-12-31
Kansas,59,2014-12-31
Kentucky,61,2014-12-31
Louisiana,88,2014-12-31
Maine,75,2014-12-31
Maryland,59,2014-12-31
Massachusetts,53,2014-12-31
Michigan,92,2014-12-31
Minnesota,48,2014-12-31
Mississippi,45,2014-12-31
Missouri,61,2014-12-31
Montana,44,2014-12-31
Nebraska,44,2014-12-31
Nevada,93,2014-12-31
New Hampshire,61,2014-12-31
New Jersey,83,2014-12-31
New Mexico,47,2014-12-31
New York,41,2014-12-31
North Carolina,60,2014-12-31
North Dakota,43,2014-12-31
Ohio,55,2014-12-31
Oklahoma,58,2014-12-31
Oregon,22,2014-12-31
Pennsylvania,72,2014-12-31
Rhode Island,45,2014-12-31
South Carolina,60,2014-12-31
South Dakota,25,2014-12-31
Tennessee,65,2014-12-31
Texas,61,2014-12-31
Utah,37,2014-12-31
Vermont,70,2014-12-31
Virginia,32,2014-12-31
Washington,39,2014-12-31
West Virginia,94,2014-12-31
Wisconsin,53,2014-12-31
Wyoming,67,2014-12-31
Alabama,47,2015-01-31
Alaska,56,2015-01-31
Arizona,56,2015-01-31
Arkansas,66,2015-01-31
California,52,2015-01-31
Colorado,55,2015-01-31
Connecticut,89,2015-01-31
Delaware,69,2015-01-31
District of Columbia,43,2015-01-31
Florida,95,2015-01-31
Georgia,47,2015-01-31
Hawaii,39,2015-01-31
Idaho,69,2015-01-31
Illinois,69,2015-01-31
Indiana,50,2015-01-31
Iowa,33,2015-01-31
Kansas,45,2015-01-31
Kentucky,55,2015-01-31
Louisiana,65,2015-01-31
Maine,78,2015-01-31
Maryland,58,2015-01-31
Massachusetts,51,2015-01-31
Michigan,69,2015-01-31
Minnesota,48,2015-01-31
Mississippi,68,2015-01-31
Missouri,62,2015-01-31
Montana,77,2015-01-31
Nebraska,50,2015-01-31
Nevada,100,2015-01-31
New Hampshire,58,2015-01-31
New Jersey,72,2015-01-31
New Mexico,32,2015-01-31
New York,39,2015-01-31
North Carolina,49,2015-01-31
North Dakota,41,2015-01-31
Ohio,55,2015-01-31
Oklahoma,65,2015-01-31
Oregon,22,2015-01-31
Pennsylvania,76,2015-01-31
Rhode Island,54,2015-01-31
South Carolina,41,2015-01-31
South Dakota,47,2015-01-31
Tennessee,62,2015-01-31
Texas,53,2015-01-31
Utah,38,2015-01-31
Vermont,89,2015-01-31
Virginia,27,2015-01-31
Washington,34,2015-01-31
West Virginia,47,2015-01-31
Wisconsin,51,2015-01-31
Wyoming,49,2015-01-31
Alabama,36,2015-02-28
Alaska,24,2015-02-28
Arizona,40,2015-02-28
Arkansas,16,2015-02-28
California,35,2015-02-28
Colorado,46,2015-02-28
Connecticut,81,2015-02-28
Delaware,45,2015-02-28
District of Columbia,41,2015-02-28
Florida,69,2015-02-28
Georgia,35,2015-02-28
Hawaii,29,2015-02-28
Idaho,58,2015-02-28
Illinois,54,2015-02-28
Indiana,36,2015-02-28
Iowa,44,2015-02-28
Kansas,40,2015-02-28
Kentucky,29,2015-02-28
Louisiana,34,2015-02-28
Maine,45,2015-02-28
Maryland,43,2015-02-28
Massachusetts,32,2015-02-28
Michigan,56,2015-02-28
Minnesota,37,2015-02-28
Mississippi,30,2015-02-28
Missouri,54,2015-02-28
Montana,42,2015-02-28
Nebraska,26,2015-02-28
Nevada,55,2015-02-28
New Hampshire,44,2015-02-28
New Jersey,53,2015-02-28
New Mexico,34,2015-02-28
New York,29,2015-02-28
North Carolina,38,2015-02-28
North Dakota,40,2015-02-28
Ohio,52,2015-02-28
Oklahoma,51,2015-02-28
Oregon,12,2015-02-28
Pennsylvania,60,2015-02-28
Rhode Island,34,2015-02-28
South Carolina,30,2015-02-28
South Dakota,0,2015-02-28
Tennessee,48,2015-02-28
Texas,41,2015-02-28
Utah,30,2015-02-28
Vermont,66,2015-02-28
Virginia,17,2015-02-28
Washington,23,2015-02-28
West Virginia,36,2015-02-28
Wisconsin,45,2015-02-28
Wyoming,100,2015-02-28
Alabama,57,2015-03-31
Alaska,29,2015-03-31
Arizona,47,2015-03-31
Arkansas,47,2015-03-31
California,38,2015-03-31
Colorado,43,2015-03-31
Connecticut,80,2015-03-31
Delaware,43,2015-03-31
District of Columbia,40,2015-03-31
Florida,70,2015-03-31
Georgia,38,2015-03-31
Hawaii,27,2015-03-31
Idaho,49,2015-03-31
Illinois,51,2015-03-31
Indiana,47,2015-03-31
Iowa,42,2015-03-31
Kansas,41,2015-03-31
Kentucky,49,2015-03-31
Louisiana,43,2015-03-31
Maine,48,2015-03-31
Maryland,58,2015-03-31
Massachusetts,47,2015-03-31
Michigan,56,2015-03-31
Minnesota,47,2015-03-31
Mississippi,55,2015-03-31
Missouri,58,2015-03-31
Montana,34,2015-03-31
Nebraska,30,2015-03-31
Nevada,45,2015-03-31
New Hampshire,29,2015-03-31
New Jersey,60,2015-03-31
New Mexico,54,2015-03-31
New York,32,2015-03-31
North Carolina,45,2015-03-31
North Dakota,26,2015-03-31
Ohio,57,2015-03-31
Oklahoma,49,2015-03-31
Oregon,15,2015-03-31
Pennsylvania,65,2015-03-31
Rhode Island,60,2015-03-31
South Carolina,41,2015-03-31
South Dakota,33,2015-03-31
Tennessee,45,2015-03-31
Texas,41,2015-03-31
Utah,38,2015-03-31
Vermont,100,2015-03-31
Virginia,21,2015-03-31
Washington,25,2015-03-31
West Virginia,26,2015-03-31
Wisconsin,45,2015-03-31
Wyoming,47,2015-03-31
Alabama,50,2015-04-30
Alaska,35,2015-04-30
Arizona,71,2015-04-30
Arkansas,94,2015-04-30
California,54,2015-04-30
Colorado,70,2015-04-30
Connecticut,100,2015-04-30
Delaware,54,2015-04-30
District of Columbia,52,2015-04-30
Florida,96,2015-04-30
Georgia,45,2015-04-30
Hawaii,27,2015-04-30
Idaho,71,2015-04-30
Illinois,72,2015-04-30
Indiana,69,2015-04-30
Iowa,59,2015-04-30
Kansas,50,2015-04-30
Kentucky,54,2015-04-30
Louisiana,89,2015-04-30
Maine,100,2015-04-30
Maryland,88,2015-04-30
Massachusetts,58,2015-04-30
Michigan,81,2015-04-30
Minnesota,61,2015-04-30
Mississippi,50,2015-04-30
Missouri,73,2015-04-30
Montana,40,2015-04-30
Nebraska,43,2015-04-30
Nevada,75,2015-04-30
New Hampshire,92,2015-04-30
New Jersey,84,2015-04-30
New Mexico,73,2015-04-30
New York,42,2015-04-30
North Carolina,59,2015-04-30
North Dakota,65,2015-04-30
Ohio,75,2015-04-30
Oklahoma,54,2015-04-30
Oregon,28,2015-04-30
Pennsylvania,79,2015-04-30
Rhode Island,71,2015-04-30
South Carolina,59,2015-04-30
South Dakota,48,2015-04-30
Tennessee,49,2015-04-30
Texas,60,2015-04-30
Utah,45,2015-04-30
Vermont,41,2015-04-30
Virginia,30,2015-04-30
Washington,29,2015-04-30
West Virginia,47,2015-04-30
Wisconsin,66,2015-04-30
Wyoming,63,2015-04-30
Alabama,63,2015-05-31
Alaska,30,2015-05-31
Arizona,61,2015-05-31
Arkansas,59,2015-05-31
California,41,2015-05-31
Colorado,43,2015-05-31
Connecticut,84,2015-05-31
Delaware,56,2015-05-31
District of Columbia,48,2015-05-31
Florida,79,2015-05-31
Georgia,39,2015-05-31
Hawaii,19,2015-05-31
Idaho,45,2015-05-31
Illinois,64,2015-05-31
Indiana,53,2015-05-31
Iowa,40,2015-05-31
Kansas,40,2015-05-31
Kentucky,50,2015-05-31
Louisiana,81,2015-05-31
Maine,55,2015-05-31
Maryland,65,2015-05-31
Massachusetts,52,2015-05-31
Michigan,75,2015-05-31
Minnesota,50,2015-05-31
Mississippi,42,2015-05-31
Missouri,65,2015-05-31
Montana,47,2015-05-31
Nebraska,46,2015-05-31
Nevada,47,2015-05-31
New Hampshire,100,2015-05-31
New Jersey,71,2015-05-31
New Mexico,18,2015-05-31
New York,36,2015-05-31
North Carolina,64,2015-05-31
North Dakota,28,2015-05-31
Ohio,71,2015-05-31
Oklahoma,57,2015-05-31
Oregon,37,2015-05-31
Pennsylvania,66,2015-05-31
Rhode Island,64,2015-05-31
South Carolina,47,2015-05-31
South Dakota,15,2015-05-31
Tennessee,59,2015-05-31
Texas,53,2015-05-31
Utah,36,2015-05-31
Vermont,49,2015-05-31
Virginia,28,2015-05-31
Washington,23,2015-05-31
West Virginia,78,2015-05-31
Wisconsin,47,2015-05-31
Wyoming,98,2015-05-31
Alabama,51,2015-06-30
Alaska,20,2015-06-30
Arizona,57,2015-06-30
Arkansas,80,2015-06-30
California,49,2015-06-30
Colorado,63,2015-06-30
Connecticut,85,2015-06-30
Delaware,98,2015-06-30
District of Columbia,64,2015-06-30
Florida,84,2015-06-30
Georgia,55,2015-06-30
Hawaii,37,2015-06-30
Idaho,72,2015-06-30
Illinois,72,2015-06-30
Indiana,66,2015-06-30
Iowa,34,2015-06-30
Kansas,67,2015-06-30
Kentucky,53,2015-06-30
Louisiana,100,2015-06-30
Maine,85,2015-06-30
Maryland,67,2015-06-30
Massachusetts,56,2015-06-30
Michigan,80,2015-06-30
Minnesota,75,2015-06-30
Mississippi,46,2015-06-30
Missouri,52,2015-06-30
Montana,56,2015-06-30
Nebraska,50,2015-06-30
Nevada,68,2015-06-30
New Hampshire,88,2015-06-30
New Jersey,70,2015-06-30
New Mexico,69,2015-06-30
New York,40,2015-06-30
North Carolina,74,2015-06-30
North Dakota,56,2015-06-30
Ohio,85,2015-06-30
Oklahoma,57,2015-06-30
Oregon,46,2015-06-30
Pennsylvania,85,2015-06-30
Rhode Island,57,2015-06-30
South Carolina,45,2015-06-30
South Dakota,42,2015-06-30
Tennessee,66,2015-06-30
Texas,56,2015-06-30
Utah,46,2015-06-30
Vermont,82,2015-06-30
Virginia,64,2015-06-30
Washington,32,2015-06-30
West Virginia,77,2015-06-30
Wisconsin,75,2015-06-30
Wyoming,97,2015-06-30
Alabama,41,2015-07-31
Alaska,15,2015-07-31
Arizona,56,2015-07-31
Arkansas,39,2015-07-31
California,37,2015-07-31
Colorado,46,2015-07-31
Connecticut,63,2015-07-31
Delaware,66,2015-07-31
District of Columbia,49,2015-07-31
Florida,73,2015-07-31
Georgia,45,2015-07-31
Hawaii,23,2015-07-31
Idaho,34,2015-07-31
Illinois,56,2015-07-31
Indiana,48,2015-07-31
Iowa,29,2015-07-31
Kansas,37,2015-07-31
Kentucky,47,2015-07-31
Louisiana,65,2015-07-31
Maine,57,2015-07-31
Maryland,59,2015-07-31
Massachusetts,53,2015-07-31
Michigan,68,2015-07-31
Minnesota,45,2015-07-31
Mississippi,44,2015-07-31
Missouri,54,2015-07-31
Montana,47,2015-07-31
Nebraska,45,2015-07-31
Nevada,58,2015-07-31
New Hampshire,28,2015-07-31
New Jersey,59,2015-07-31
New Mexico,29,2015-07-31
New York,33,2015-07-31
North Carolina,58,2015-07-31
North Dakota,72,2015-07-31
Ohio,67,2015-07-31
Oklahoma,47,2015-07-31
Oregon,31,2015-07-31
Pennsylvania,63,2015-07-31
Rhode Island,59,2015-07-31
South Carolina,42,2015-07-31
South Dakota,31,2015-07-31
Tennessee,61,2015-07-31
Texas,42,2015-07-31
Utah,35,2015-07-31
Vermont,100,2015-07-31
Virginia,60,2015-07-31
Washington,25,2015-07-31
West Virginia,54,2015-07-31
Wisconsin,47,2015-07-31
Wyoming,82,2015-07-31
Alabama,35,2015-08-31
Alaska,18,2015-08-31
Arizona,49,2015-08-31
Arkansas,59,2015-08-31
California,41,2015-08-31
Colorado,54,2015-08-31
Connecticut,75,2015-08-31
Delaware,87,2015-08-31
District of Columbia,48,2015-08-31
Florida,74,2015-08-31
Georgia,45,2015-08-31
Hawaii,33,2015-08-31
Idaho,54,2015-08-31
Illinois,54,2015-08-31
Indiana,40,2015-08-31
Iowa,35,2015-08-31
Kansas,59,2015-08-31
Kentucky,48,2015-08-31
Louisiana,57,2015-08-31
Maine,73,2015-08-31
Maryland,47,2015-08-31
Massachusetts,50,2015-08-31
Michigan,59,2015-08-31
Minnesota,48,2015-08-31
Mississippi,45,2015-08-31
Missouri,52,2015-08-31
Montana,49,2015-08-31
Nebraska,42,2015-08-31
Nevada,52,2015-08-31
New Hampshire,79,2015-08-31
New Jersey,65,2015-08-31
New Mexico,45,2015-08-31
New York,31,2015-08-31
North Carolina,53,2015-08-31
North Dakota,46,2015-08-31
Ohio,54,2015-08-31
Oklahoma,67,2015-08-31
Oregon,43,2015-08-31
Pennsylvania,77,2015-08-31
Rhode Island,81,2015-08-31
South Carolina,43,2015-08-31
South Dakota,40,2015-08-31
Tennessee,43,2015-08-31
Texas,42,2015-08-31
Utah,27,2015-08-31
Vermont,100,2015-08-31
Virginia,43,2015-08-31
Washington,25,2015-08-31
West Virginia,53,2015-08-31
Wisconsin,44,2015-08-31
Wyoming,82,2015-08-31
Alabama,33,2015-09-30
Alaska,38,2015-09-30
Arizona,54,2015-09-30
Arkansas,55,2015-09-30
California,37,2015-09-30
Colorado,53,2015-09-30
Connecticut,48,2015-09-30
Delaware,33,2015-09-30
District of Columbia,39,2015-09-30
Florida,61,2015-09-30
Georgia,38,2015-09-30
Hawaii,25,2015-09-30
Idaho,33,2015-09-30
Illinois,54,2015-09-30
Indiana,44,2015-09-30
Iowa,33,2015-09-30
Kansas,27,2015-09-30
Kentucky,25,2015-09-30
Louisiana,57,2015-09-30
Maine,69,2015-09-30
Maryland,52,2015-09-30
Massachusetts,36,2015-09-30
Michigan,46,2015-09-30
Minnesota,35,2015-09-30
Mississippi,48,2015-09-30
Missouri,35,2015-09-30
Montana,57,2015-09-30
Nebraska,42,2015-09-30
Nevada,61,2015-09-30
New Hampshire,35,2015-09-30
New Jersey,52,2015-09-30
New Mexico,33,2015-09-30
New York,29,2015-09-30
North Carolina,51,2015-09-30
North Dakota,46,2015-09-30
Ohio,48,2015-09-30
Oklahoma,58,2015-09-30
Oregon,28,2015-09-30
Pennsylvania,60,2015-09-30
Rhode Island,37,2015-09-30
South Carolina,40,2015-09-30
South Dakota,12,2015-09-30
Tennessee,48,2015-09-30
Texas,40,2015-09-30
Utah,23,2015-09-30
Vermont,56,2015-09-30
Virginia,43,2015-09-30
Washington,24,2015-09-30
West Virginia,46,2015-09-30
Wisconsin,37,2015-09-30
Wyoming,100,2015-09-30
Alabama,39,2015-10-31
Alaska,25,2015-10-31
Arizona,60,2015-10-31
Arkansas,56,2015-10-31
California,51,2015-10-31
Colorado,57,2015-10-31
Connecticut,92,2015-10-31
Delaware,100,2015-10-31
District of Columbia,53,2015-10-31
Florida,92,2015-10-31
Georgia,56,2015-10-31
Hawaii,26,2015-10-31
Idaho,39,2015-10-31
Illinois,59,2015-10-31
Indiana,51,2015-10-31
Iowa,36,2015-10-31
Kansas,25,2015-10-31
Kentucky,65,2015-10-31
Louisiana,75,2015-10-31
Maine,47,2015-10-31
Maryland,69,2015-10-31
Massachusetts,49,2015-10-31
Michigan,71,2015-10-31
Minnesota,50,2015-10-31
Mississippi,47,2015-10-31
Missouri,76,2015-10-31
Montana,68,2015-10-31
Nebraska,58,2015-10-31
Nevada,62,2015-10-31
New Hampshire,29,2015-10-31
New Jersey,67,2015-10-31
New Mexico,68,2015-10-31
New York,40,2015-10-31
North Carolina,50,2015-10-31
North Dakota,81,2015-10-31
Ohio,63,2015-10-31
Oklahoma,53,2015-10-31
Oregon,46,2015-10-31
Pennsylvania,83,2015-10-31
Rhode Island,76,2015-10-31
South Carolina,74,2015-10-31
South Dakota,44,2015-10-31
Tennessee,59,2015-10-31
Texas,51,2015-10-31
Utah,38,2015-10-31
Vermont,71,2015-10-31
Virginia,63,2015-10-31
Washington,29,2015-10-31
West Virginia,77,2015-10-31
Wisconsin,60,2015-10-31
Wyoming,100,2015-10-31
Alabama,48,2015-11-30
Alaska,42,2015-11-30
Arizona,58,2015-11-30
Arkansas,51,2015-11-30
California,41,2015-11-30
Colorado,54,2015-11-30
Connecticut,56,2015-11-30
Delaware,100,2015-11-30
District of Columbia,38,2015-11-30
Florida,77,2015-11-30
Georgia,30,2015-11-30
Hawaii,55,2015-11-30
Idaho,54,2015-11-30
Illinois,49,2015-11-30
Indiana,54,2015-11-30
Iowa,25,2015-11-30
Kansas,16,2015-11-30
Kentucky,40,2015-11-30
Louisiana,46,2015-11-30
Maine,55,2015-11-30
Maryland,53,2015-11-30
Massachusetts,42,2015-11-30
Michigan,56,2015-11-30
Minnesota,43,2015-11-30
Mississippi,34,2015-11-30
Missouri,48,2015-11-30
Montana,44,2015-11-30
Nebraska,34,2015-11-30
Nevada,44,2015-11-30
New Hampshire,41,2015-11-30
New Jersey,57,2015-11-30
New Mexico,28,2015-11-30
New York,33,2015-11-30
North Carolina,49,2015-11-30
North Dakota,30,2015-11-30
Ohio,53,2015-11-30
Oklahoma,35,2015-11-30
Oregon,30,2015-11-30
Pennsylvania,57,2015-11-30
Rhode Island,51,2015-11-30
South Carolina,50,2015-11-30
South Dakota,21,2015-11-30
Tennessee,58,2015-11-30
Texas,46,2015-11-30
Utah,23,2015-11-30
Vermont,82,2015-11-30
Virginia,50,2015-11-30
Washington,12,2015-11-30
West Virginia,31,2015-11-30
Wisconsin,49,2015-11-30
Wyoming,92,2015-11-30
Alabama,53,2015-12-31
Alaska,64,2015-12-31
Arizona,57,2015-12-31
Arkansas,59,2015-12-31
California,50,2015-12-31
Colorado,53,2015-12-31
Connecticut,100,2015-12-31
Delaware,87,2015-12-31
District of Columbia,67,2015-12-31
Florida,89,2015-12-31
Georgia,55,2015-12-31
Hawaii,41,2015-12-31
Idaho,64,2015-12-31
Illinois,75,2015-12-31
Indiana,51,2015-12-31
Iowa,30,2015-12-31
Kansas,40,2015-12-31
Kentucky,55,2015-12-31
Louisiana,81,2015-12-31
Maine,64,2015-12-31
Maryland,61,2015-12-31
Massachusetts,49,2015-12-31
Michigan,71,2015-12-31
Minnesota,43,2015-12-31
Mississippi,61,2015-12-31
Missouri,70,2015-12-31
Montana,51,2015-12-31
Nebraska,57,2015-12-31
Nevada,90,2015-12-31
New Hampshire,51,2015-12-31
New Jersey,77,2015-12-31
New Mexico,59,2015-12-31
New York,40,2015-12-31
North Carolina,62,2015-12-31
North Dakota,82,2015-12-31
Ohio,63,2015-12-31
Oklahoma,65,2015-12-31
Oregon,50,2015-12-31
Pennsylvania,85,2015-12-31
Rhode Island,60,2015-12-31
South Carolina,59,2015-12-31
South Dakota,46,2015-12-31
Tennessee,63,2015-12-31
Texas,58,2015-12-31
Utah,36,2015-12-31
Vermont,22,2015-12-31
Virginia,56,2015-12-31
